"","species_id","english_name"
"9923",39454,"Tit-like Dacnis"
"9924",39456,"Plushcap"
"9925",39457,"Tanager Finch"
"9926",39458,"Black-backed Bush Tanager"
"9927",39459,"Pardusco"
"9928",39460,"Przevalski's Pinktail"
"9929",39461,"Crested Bunting"
"9930",39462,"Slaty Bunting"
"9931",39463,"Yellowhammer"
"9932",39465,"Cirl Bunting"
"9933",39466,"Tibetan Bunting"
"9934",39467,"Rock Bunting"
"9935",39468,"Godlewski's Bunting"
"9936",39469,"Meadow Bunting"
"9937",39470,"Rufous-backed Bunting"
"9938",39471,"Gray-necked Bunting"
"9939",39472,"Cinereous Bunting"
"9940",39473,"Ortolan Bunting"
"9941",39474,"White-capped Bunting"
"9942",39475,"Cretzschmar's Bunting"
"9943",39476,"House Bunting"
"9944",39477,"Lark-like Bunting"
"9945",39478,"Cinnamon-breasted Bunting"
"9946",39479,"Socotra Bunting"
"9947",39480,"Cape Bunting (Cape)"
"9948",39481,"Cape Bunting (Vincent's)"
"9949",39482,"Ochre-rumped Bunting"
"9950",39483,"Tristram's Bunting"
"9951",39484,"Chestnut-eared Bunting"
"9952",39486,"Yellow-browed Bunting"
"9953",39490,"Golden-breasted Bunting"
"9954",39491,"Somali Bunting"
"9955",39492,"Brown-rumped Bunting"
"9956",39493,"Cabanis's Bunting"
"9957",39494,"Chestnut Bunting"
"9958",39495,"Black-headed Bunting"
"9959",39496,"Red-headed Bunting"
"9960",39497,"Yellow Bunting"
"9961",39498,"Black-faced/Masked Bunting"
"9962",39502,"Corn Bunting"
"9963",39503,"Coal-crested Finch"
"9964",39504,"Black-masked Finch"
"9965",39505,"Many-colored Chaco Finch"
"9966",39506,"Pileated Finch"
"9967",39507,"Red-crested Finch"
"9968",39508,"Crimson-breasted Finch"
"9969",39509,"Black-hooded Sierra Finch"
"9970",39510,"Peruvian Sierra Finch"
"9971",39511,"Gray-hooded Sierra Finch"
"9972",39512,"Patagonian Sierra Finch"
"9973",39513,"Mourning Sierra Finch"
"9974",39514,"Plumbeous Sierra Finch"
"9975",39515,"Red-backed Sierra Finch"
"9976",39516,"White-throated Sierra Finch"
"9977",39517,"Carbonated Sierra Finch"
"9978",39518,"Band-tailed Sierra Finch"
"9979",39519,"Ash-breasted Sierra Finch"
"9980",39520,"White-bridled Finch"
"9981",39521,"Yellow-bridled Finch"
"9982",39522,"Black-crested Finch"
"9983",39523,"Gray-crested Finch"
"9984",39524,"Long-tailed Reed Finch"
"9985",39525,"Gough Island Finch"
"9986",39526,"Nightingale Finch"
"9987",39527,"Wilkins's Finch"
"9988",39528,"Glacier Finch"
"9989",39529,"Diuca Finch"
"9990",39530,"Boulder Finch"
"9991",39531,"Cinereous Finch"
"9992",39532,"Slender-billed Finch"
"9993",39533,"Great Inca-Finch"
"9994",39534,"Rufous-backed Inca-Finch"
"9995",39535,"Gray-winged Inca-Finch"
"9996",39536,"Buff-bridled Inca-Finch"
"9997",39537,"Little Inca-Finch"
"9998",39538,"Bay-chested Warbling Finch"
"9999",39539,"Bolivian Warbling Finch"
"10000",39540,"Plain-tailed Warbling Finch"
"10001",39541,"Rufous-sided Warbling Finch"
"10002",39542,"Cinnamon Warbling Finch"
"10003",39543,"Rusty-browed Warbling Finch"
"10004",39544,"Black-and-rufous Warbling Finch"
"10005",39545,"Black-and-chestnut Warbling Finch"
"10006",39546,"Buff-throated or Gray-throated Warbling-Finch"
"10007",39547,"Rufous-breasted Warbling Finch"
"10008",39548,"Cochabamba Mountain Finch"
"10009",39549,"Tucuman Mountain Finch"
"10010",39550,"Chestnut-breasted Mountain Finch"
"10011",39551,"Collared Warbling Finch"
"10012",39552,"Ringed Warbling Finch"
"10013",39553,"Black-capped Warbling Finch"
"10014",39554,"Cinereous Warbling Finch"
"10015",39556,"Buffy-fronted Seedeater"
"10016",39557,"Temminck's Seedeater"
"10017",39559,"Plumbeous Seedeater"
"10018",39560,"Wing-barred Seedeater (Caqueta)"
"10019",39561,"Gray Seedeater"
"10020",39563,"Variable Seedeater"
"10021",39564,"Morelet's/Cinnamon-rumped Seedeater"
"10022",39565,"Rusty-collared Seedeater"
"10023",39566,"Lesson's Seedeater"
"10024",39567,"Lined Seedeater"
"10025",39568,"Black-and-white Seedeater"
"10026",39570,"Dubois's Seedeater"
"10027",39572,"Double-collared Seedeater"
"10028",39573,"White-throated Seedeater"
"10029",39574,"Drab Seedeater"
"10030",39575,"White-bellied Seedeater"
"10031",39576,"Parrot-billed Seedeater"
"10032",39577,"Black-and-tawny Seedeater"
"10033",39578,"Copper Seedeater"
"10034",39580,"Tawny-bellied Seedeater"
"10035",39581,"Dark-throated Seedeater"
"10036",39582,"Marsh Seedeater"
"10037",39583,"Chestnut-bellied Seedeater"
"10038",39584,"Rufous-rumped Seedeater"
"10039",39585,"Chestnut Seedeater"
"10040",39586,"Narosky's Seedeater (form)"
"10041",39587,"Black-bellied Seedeater"
"10042",39588,"Chestnut-throated Seedeater"
"10043",39591,"Large-billed Seed-Finch"
"10044",39592,"Black-billed Seed-Finch"
"10045",39593,"Great-billed Seed-Finch"
"10046",39594,"Chestnut-bellied Seed-Finch"
"10047",39596,"Blackish-blue Seedeater"
"10048",39598,"Carrizal Seedeater"
"10049",39600,"White-naped Seedeater"
"10050",39601,"Band-tailed Seedeater"
"10051",39602,"Plain-colored Seedeater"
"10052",39603,"Paramo Seedeater"
"10053",39604,"Dull-colored Grassquit"
"10054",39608,"Sooty Grassquit"
"10055",39618,"Uniform Finch"
"10056",39622,"Rusty Flowerpiercer"
"10057",39623,"Venezuelan Flowerpiercer"
"10058",39624,"Chestnut-bellied Flowerpiercer"
"10059",39625,"White-sided Flowerpiercer"
"10060",39626,"Glossy Flowerpiercer"
"10061",39627,"Moustached Flowerpiercer"
"10062",39628,"Merida Flowerpiercer"
"10063",39629,"Black Flowerpiercer"
"10064",39630,"Black-throated Flowerpiercer"
"10065",39631,"Gray-bellied Flowerpiercer"
"10066",39632,"Scaled Flowerpiercer"
"10067",39633,"Greater Flowerpiercer"
"10068",39634,"Indigo Flowerpiercer"
"10069",39635,"Deep-blue Flowerpiercer"
"10070",39636,"Bluish Flowerpiercer"
"10071",39637,"Masked Flowerpiercer"
"10072",39638,"Puna Yellow-Finch"
"10073",39641,"Stripe-tailed Yellow-Finch"
"10074",39642,"Bright-rumped Yellow-Finch"
"10075",39643,"Citron-headed Yellow-Finch"
"10076",39644,"Greater Yellow-Finch"
"10077",39645,"Greenish Yellow-Finch"
"10078",39646,"Patagonian Yellow-Finch"
"10079",39647,"Orange-fronted Yellow-Finch"
"10080",39648,"Raimondi's Yellow-Finch"
"10081",39649,"Sulphur-throated Finch"
"10082",39651,"Duida Grass-Finch"
"10083",39652,"Lesser Grass-Finch"
"10084",39653,"Pale-throated Pampa-Finch"
"10085",39654,"Great Pampa-Finch"
"10086",39655,"Yellow Cardinal"
"10087",39657,"Red-cowled Cardinal"
"10088",39658,"Masked/Red-capped Cardinal"
"10089",39659,"Crimson-fronted Cardinal"
"10090",39662,"Olive Finch"
"10091",39667,"Pale-naped Brushfinch"
"10092",39668,"Yellow-breasted Brushfinch"
"10093",39669,"Vilcabamba Brushfinch"
"10094",39670,"Black-faced Brushfinch"
"10095",39671,"Bolivian Brushfinch"
"10096",39672,"Slaty Brushfinch"
"10097",39673,"Cuzco Brushfinch"
"10098",39674,"White-rimmed Brushfinch"
"10099",39676,"Santa Marta Brushfinch"
"10100",39677,"Yellow-headed Brushfinch"
"10101",39678,"Dusky-headed Brushfinch"
"10102",39679,"Tricolored Brushfinch"
"10103",39680,"Moustached Brushfinch"
"10104",39681,"Bay-crowned Brushfinch"
"10105",39682,"Rusty-bellied Brushfinch"
"10106",39683,"White-winged Brushfinch"
"10107",39684,"White-headed Brushfinch"
"10108",39685,"Pale-headed Brushfinch"
"10109",39686,"Rufous-eared Brushfinch"
"10110",39687,"Apurimac Brushfinch"
"10111",39688,"Black-spectacled Brushfinch"
"10112",39689,"Ochre-breasted Brushfinch"
"10113",39690,"Fulvous-headed Brushfinch"
"10114",39691,"Tepui Brushfinch"
"10115",39692,"Yellow-striped Brushfinch"
"10116",39697,"Pectoral Sparrow"
"10117",39698,"Half-collared Sparrow"
"10118",39699,"Golden-winged Sparrow"
"10119",39700,"Black-capped Sparrow"
"10120",39701,"Saffron-billed Sparrow"
"10121",39703,"Tocuyo Sparrow"
"10122",39711,"Spotted Towhee (Socorro)"
"10123",39722,"Yungas/Chaco Sparrow"
"10124",39723,"Tumbes Sparrow"
"10125",39754,"Grassland Sparrow"
"10126",39755,"Yellow-browed Sparrow"
"10127",39768,"Guadalupe Junco"
"10128",39776,"Large Ground-Finch"
"10129",39777,"Medium Ground-Finch"
"10130",39778,"Small Ground-Finch"
"10131",39779,"Sharp-beaked Ground-Finch"
"10132",39780,"Common Cactus-Finch"
"10133",39781,"Large Cactus-Finch"
"10134",39782,"Vegetarian Finch"
"10135",39783,"Mangrove Finch"
"10136",39784,"Large Tree-Finch"
"10137",39785,"Small Tree-Finch"
"10138",39786,"Medium Tree-Finch"
"10139",39787,"Woodpecker Finch"
"10140",39788,"Green Warbler-Finch"
"10141",39789,"Red-and-black Grosbeak"
"10142",39796,"Black-throated Grosbeak"
"10143",39797,"Black-winged Saltator"
"10144",39798,"Green-winged Saltator"
"10145",39799,"Orinocan Saltator"
"10146",39800,"Black-cowled Saltator"
"10147",39801,"Golden-billed Saltator"
"10148",39802,"Thick-billed Saltator"
"10149",39803,"Masked Saltator"
"10150",39804,"Black-throated Saltator"
"10151",39805,"Rufous-bellied Mountain Tanager"
"10152",39808,"Yellow-shouldered Grosbeak"
"10153",39810,"Vermilion Cardinal"
"10154",39814,"Golden Grosbeak"
"10155",39816,"Black-backed Grosbeak"
"10156",39819,"Ultramarine Grosbeak"
"10157",39822,"Glaucous-blue Grosbeak"
"10158",39830,"Blue Finch"
"10159",39833,"Saffron-cowled Blackbird"
"10160",39839,"Yellow-hooded Blackbird"
"10161",39840,"Chestnut-capped Blackbird"
"10162",39841,"Unicolored Blackbird"
"10163",39842,"Pale-eyed Blackbird"
"10164",39843,"Yellow-winged Blackbird"
"10165",39846,"White-browed Meadowlark"
"10166",39847,"Peruvian Meadowlark"
"10167",39848,"Pampas Meadowlark"
"10168",39849,"Long-tailed Meadowlark"
"10169",39855,"Scrub Blackbird"
"10170",39865,"Screaming Cowbird"
"10171",39870,"Epaulet Oriole (Moriche)"
"10172",39871,"Epaulet Oriole"
"10173",39873,"Yellow Oriole"
"10174",39878,"White-edged Oriole"
"10175",39883,"Venezuelan Troupial"
"10176",39884,"Campo Troupial"
"10177",39885,"Orange-backed Troupial"
"10178",39902,"Red-rumped Cacique"
"10179",39904,"Selva Cacique"
"10180",39905,"Golden-winged Cacique"
"10181",39906,"Mountain Cacique"
"10182",39907,"Ecuadorian Cacique"
"10183",39908,"Solitary Black Cacique"
"10184",39910,"Russet-backed Oropendola"
"10185",39911,"Dusky-green Oropendola"
"10186",39914,"Casqued Cacique"
"10187",39915,"Green Oropendola"
"10188",39918,"Olive Oropendola"
"10189",39919,"Baudo Oropendola"
"10190",39920,"Band-tailed Cacique"
"10191",39921,"Oriole Blackbird"
"10192",39922,"Yellow-rumped Marshbird"
"10193",39923,"Brown-and-yellow Marshbird"
"10194",39924,"Scarlet-headed Blackbird"
"10195",39925,"Red-bellied Grackle"
"10196",39926,"Austral Blackbird"
"10197",39927,"Forbes's Blackbird"
"10198",39928,"Chopi Blackbird"
"10199",39929,"Bolivian Blackbird"
"10200",39930,"Velvet-fronted Grackle"
"10201",39931,"Golden-tufted Grackle"
"10202",39932,"Mountain Grackle"
"10203",40001,"New Zealand Storm-Petrel"
"10204",40002,"Cuban Black Hawk"
"10205",40003,"Black-and-chestnut Eagle"
"10206",40004,"Siberian Grouse"
"10207",40005,"Malia"
"10208",40006,"Manchurian Reed Warbler"
"10209",40007,"Martens's Warbler"
"10210",40008,"Tibetan Snowfinch"
"10211",40009,"Grayish/Pale Baywing"
"10212",40010,"Huayco Tinamou"
"10213",40011,"Ruddy Duck"
"10214",40012,"Crimson/Fiery Topaz"
"10215",40013,"Pale-tailed Barbthroat"
"10216",40016,"Amethyst-throated Sunangel"
"10217",40018,"Bogota Sunangel (hybrid)"
"10218",40019,"Andean Hillstar"
"10219",40020,"Sapphire-vented Puffleg"
"10220",40021,"Collared Inca"
"10221",40022,"Dusky Starfrontlet"
"10222",40023,"Golden-bellied Starfrontlet"
"10223",40024,"Western Emerald"
"10224",40025,"Red-billed or West Andean Emerald"
"10225",40027,"Amazilia Hummingbird"
"10226",40028,"Versicolored Emerald"
"10227",40029,"Indigo-capped Hummingbird"
"10228",40030,"Green-bellied Hummingbird"
"10229",40031,"White-necked Puffbird"
"10230",40032,"Guianan Puffbird"
"10231",40033,"Russet-throated/Two-banded Puffbird"
"10232",40036,"Rufous-headed Woodpecker"
"10233",40037,"Kaempfer's Woodpecker"
"10234",40039,"Necklaced Spinetail"
"10235",40041,"Creamy-breasted or Dark-winged Canastero"
"10236",40047,"Red-billed Woodcreeper"
"10237",40048,"Ocellated Woodcreeper"
"10238",40051,"Plumbeous, White-spotted or Venezuelan Antvireo"
"10239",40055,"Black-throated Antbird"
"10240",40061,"Merida Tapaculo"
"10241",40063,"Pale-bellied Tapaculo"
"10242",40068,"Whiskered Flycatcher"
"10243",40069,"Cliff Flycatcher"
"10244",40070,"White-winged or Caatinga Black-Tyrant"
"10245",40071,"Crowned Chat-Tyrant"
"10246",40072,"Slaty-backed Chat-Tyrant"
"10247",40074,"White-bibbed Manakin"
"10248",40075,"Striped Manakin"
"10249",40076,"Orange-bellied/White-fronted Manakin"
"10250",40077,"Green-backed Becard"
"10251",40082,"Slaty Thrush"
"10252",40083,"Black-capped Hemispingus"
"10253",40084,"Black-eared Hemispingus"
"10254",40086,"Wing-barred Seedeater (Wing-barred)"
"10255",40089,"Sao Francisco Sparrow"
"10256",40090,"Golden-crowned Brushfinch"
"10257",40094,"Golden-bellied Warbler"
"10258",40095,"Amazonian Oropendola"
"10259",40096,"Epaulet or Moriche Oriole"
"10260",40097,"Hooded Siskin"
"10261",40100,"Colombian Grebe"
"10262",40101,"Galapagos/Hawaiian Petrel (Dark-rumped Petrel)"
"10263",40102,"White-chinned Petrel"
"10264",40103,"Spectacled Petrel"
"10265",40104,"Galapagos Shearwater"
"10266",40105,"Imperial Cormorant (Blue-eyed)"
"10267",40107,"Glaucous Macaw"
"10268",40109,"Gray-breasted Parakeet"
"10269",40110,"Pfrimer's Parakeet"
"10270",40113,"Maroon-tailed Parakeet"
"10271",40114,"Peruvian Screech-Owl (roboratus)"
"10272",40118,"Todd's Nightjar"
"10273",40119,"Little Nightjar"
"10274",40120,"Amazonian Swift"
"10275",40121,"Sick's Swift"
"10276",40122,"Eurasian Skylark (Asian)"
"10277",40123,"Pallas's Cormorant"
"10278",40124,"Amchitka Cormorant (form)"
"10279",40125,"Western Yellow Wagtail"
"10280",40126,"Highland Tinamou (South American)"
"10281",40127,"Highland Tinamou (Costa Rican)"
"10282",40129,"Greater White-fronted Goose (Greenland)"
"10283",40130,"Greater White-fronted Goose (Western)"
"10284",40131,"Greater White-fronted Goose (Tule)"
"10285",40132,"Greater White-fronted x Cackling Goose (hybrid)"
"10286",40133,"Greater White-fronted x Canada Goose (hybrid)"
"10287",40134,"Snow x Ross's Goose (hybrid)"
"10288",40135,"Snow/Ross's Goose"
"10289",40136,"Brant (Gray-bellied)"
"10290",40137,"Barnacle x Cackling Goose (hybrid)"
"10291",40138,"Barnacle x Canada Goose (hybrid)"
"10292",40139,"Cackling Goose (Richardson's)"
"10293",40140,"Cackling Goose (minima)"
"10294",40141,"Cackling Goose (Taverner's)"
"10295",40142,"Canada Goose (canadensis/interior)"
"10296",40143,"Canada Goose (Giant)"
"10297",40144,"Canada Goose (Dusky)"
"10298",40145,"Canada Goose (parvipes)"
"10299",40147,"Trumpeter x Whooper Swan (hybrid)"
"10300",40148,"Trumpeter x Tundra Swan (hybrid)"
"10301",40150,"Trumpeter/Tundra Swan"
"10302",40151,"Gadwall x Mallard (hybrid)"
"10303",40152,"Northern Shoveler x Gadwall (hybrid)"
"10304",40153,"Eurasian/American Wigeon"
"10305",40154,"Mallard x American Black Duck (hybrid)"
"10306",40157,"Mallard x Mottled Duck (hybrid)"
"10307",40158,"Mallard x Hawaiian Duck (hybrid)"
"10308",40159,"Mallard x Pacific Black Duck (hybrid)"
"10309",40160,"Mottled Duck (Florida)"
"10310",40161,"Mottled Duck (Gulf coast)"
"10311",40162,"Blue-winged x Cinnamon Teal (hybrid)"
"10312",40163,"Blue-winged/Cinnamon Teal"
"10313",40165,"Common Eider (Pacific)"
"10314",40166,"Common Eider (Dresser's)"
"10315",40167,"Common Eider (Northern)"
"10316",40168,"Common Eider (Hudson Bay)"
"10317",40169,"King/Common Eider"
"10318",40170,"Velvet Scoter"
"10319",40171,"Stejneger's Scoter"
"10320",40172,"White-winged Scoter (North American)"
"10321",40173,"Common Scoter"
"10322",40175,"Surf/Black Scoter"
"10323",40176,"Bufflehead x Hooded Merganser (hybrid)"
"10324",40177,"Common x Barrow's Goldeneye (hybrid)"
"10325",40178,"Common Goldeneye x Hooded Merganser (hybrid)"
"10326",40179,"Barrow's Goldeneye x Hooded Merganser (hybrid)"
"10327",40180,"Common/Barrow's Goldeneye"
"10328",40182,"Common Merganser (North American)"
"10329",40183,"Ring-necked Pheasant"
"10330",40184,"Green Pheasant"
"10331",40185,"Spruce Grouse (Spruce)"
"10332",40186,"Spruce Grouse (Franklin's)"
"10333",40187,"Greater Prairie-Chicken (pinnatus)"
"10334",40188,"Greater Prairie-Chicken (Heath Hen)"
"10335",40189,"Greater Prairie-Chicken (Attwater's)"
"10336",40190,"California x Gambel's Quail (hybrid)"
"10337",40191,"Northern Bobwhite (Eastern)"
"10338",40192,"Northern Bobwhite (Masked)"
"10339",40193,"Montezuma Quail (nominate)"
"10340",40194,"Montezuma Quail (Salle's)"
"10341",40195,"Arctic/Pacific Loon"
"10342",40196,"Common/Yellow-billed Loon"
"10343",40197,"Western x Clark's Grebe (hybrid)"
"10344",40200,"Indian Yellow-nosed Albatross"
"10345",40201,"Chatham Albatross"
"10346",40202,"White-capped Albatross"
"10347",40203,"Salvin's Albatross"
"10348",40204,"Black-browed Albatross (Black-browed)"
"10349",40205,"Black-browed Albatross (Campbell)"
"10350",40206,"small albatross sp."
"10351",40207,"Southern Royal Albatross"
"10352",40208,"Northern Royal Albatross"
"10353",40209,"Snowy Albatross"
"10354",40210,"Wandering Albatross (New Zealand)"
"10355",40211,"large albatross sp."
"10356",40212,"Laysan x Black-footed Albatross (hybrid)"
"10357",40213,"Northern Fulmar (glacialis)"
"10358",40214,"Northern Fulmar (auduboni)"
"10359",40215,"Northern Fulmar (Pacific)"
"10360",40216,"Great-winged Petrel"
"10361",40217,"Gray-faced Petrel"
"10362",40218,"Trindade Petrel"
"10363",40219,"Herald Petrel"
"10364",40220,"Black-capped Petrel"
"10365",40221,"Jamaican Petrel"
"10366",40223,"Pterodroma sp."
"10367",40224,"Procellaria sp."
"10368",40225,"Scopoli's Shearwater"
"10369",40226,"Cory's Shearwater"
"10370",40227,"Sooty/Short-tailed Shearwater"
"10371",40228,"Yelkouan/Balearic Shearwater"
"10372",40229,"Townsend's Shearwater"
"10373",40231,"Audubon's Shearwater (nominate)"
"10374",40232,"Audubon's Shearwater (loyemilleri)"
"10375",40234,"Little Shearwater (Tasman)"
"10376",40235,"Subantarctic Shearwater"
"10377",40236,"Barolo Shearwater"
"10378",40237,"Boyd's Shearwater"
"10379",40238,"small shearwater sp."
"10380",40239,"Procellariid sp."
"10381",40240,"Leach's/Townsend's Storm-Petrel (dark-rumped)"
"10382",40241,"Leach's Storm-Petrel (Intermediate-rumped)"
"10383",40242,"Leach's/Townsend's Storm-Petrel (white-rumped)"
"10384",40243,"Monteiro's Storm-Petrel"
"10385",40245,"Hydrobates sp."
"10386",40246,"storm-petrel sp."
"10387",40247,"White-tailed Tropicbird (Atlantic)"
"10388",40248,"White-tailed Tropicbird (Pacific)"
"10389",40249,"Red-billed/Red-tailed Tropicbird"
"10390",40250,"tropicbird sp."
"10391",40251,"Masked/Nazca Booby"
"10392",40252,"Cocos Booby (Brewster's)"
"10393",40253,"Brown Booby (Atlantic)"
"10394",40254,"Brown Booby (Forster's)"
"10395",40255,"Red-footed Booby (Atlantic)"
"10396",40256,"Red-footed Booby (Indopacific)"
"10397",40257,"Red-footed Booby (Eastern Pacific)"
"10398",40258,"sulid sp."
"10399",40259,"Brown Pelican (Southern)"
"10400",40260,"Brown Pelican (Atlantic)"
"10401",40261,"Brown Pelican (California)"
"10402",40262,"Double-crested Cormorant (Dark-crested)"
"10403",40263,"Double-crested Cormorant (White-crested)"
"10404",40264,"Great Cormorant (North Atlantic)"
"10405",40265,"Great Cormorant (Australasian)"
"10406",40266,"Oriental Darter"
"10407",40267,"African Darter"
"10408",40268,"Australasian Darter"
"10409",40270,"Great Blue Heron (Wurdemann's)"
"10410",40271,"Great Egret (alba)"
"10411",40272,"Great Egret (American)"
"10412",40273,"Great Egret (modesta)"
"10413",40274,"Cattle Egret (Western)"
"10414",40275,"Eastern Cattle-Egret"
"10415",40276,"Green Heron (virescens/bahamensis)"
"10416",40277,"Green Heron (anthonyi)"
"10417",40278,"Green Heron (frazari)"
"10418",40279,"Black-crowned Night Heron (Eurasian)"
"10419",40280,"Black-crowned Night Heron (American)"
"10420",40281,"White x Scarlet Ibis (hybrid)"
"10421",40282,"Glossy x White-faced Ibis (hybrid)"
"10422",40283,"Turkey Vulture (Tropical)"
"10423",40284,"Turkey Vulture (Northern)"
"10424",40287,"Osprey (American)"
"10425",40288,"Osprey (Caribbean)"
"10426",40289,"Hen Harrier"
"10427",40293,"Sharp-shinned Hawk (White-breasted)"
"10428",40294,"White Hawk (Snowy)"
"10429",40295,"White Hawk (White-shouldered)"
"10430",40296,"Roadside Hawk (Mainland)"
"10431",40297,"Roadside Hawk (Cozumel I.)"
"10432",40298,"Red-shouldered Hawk (Eastern)"
"10433",40299,"Red-shouldered Hawk (Florida)"
"10434",40300,"Red-shouldered Hawk (Texas)"
"10435",40301,"Red-shouldered Hawk (elegans)"
"10436",40302,"Broad-winged Hawk (Northern)"
"10437",40303,"Broad-winged Hawk (Caribbean)"
"10438",40304,"Gray Hawk"
"10439",40305,"Gray-lined Hawk"
"10440",40306,"Red-tailed Hawk (calurus/alascensis)"
"10441",40307,"Red-tailed Hawk (borealis)"
"10442",40309,"Red-tailed Hawk (Krider's)"
"10443",40310,"Red-tailed Hawk (fuertesi)"
"10444",40311,"Red-tailed Hawk (costaricensis)"
"10445",40312,"Red-tailed Hawk (jamaicensis)"
"10446",40313,"Red-tailed Hawk (solitudinis)"
"10447",40314,"Buteo/eagle sp."
"10448",40315,"American Kestrel (Northern)"
"10449",40316,"American Kestrel (South American)"
"10450",40317,"American Kestrel (Eastern Caribbean)"
"10451",40318,"American Kestrel (Hispaniolan)"
"10452",40319,"American Kestrel (Cuban)"
"10453",40320,"Merlin (Prairie)"
"10454",40321,"Merlin (Black)"
"10455",40322,"Peregrine Falcon (North American)"
"10456",40323,"Peregrine Falcon (Tundra)"
"10457",40324,"Peregrine Falcon (Peale's)"
"10458",40325,"Yellow Rail (Northern)"
"10459",40326,"Yellow Rail (Goldman's)"
"10460",40327,"White-throated Crake (Rufous-faced)"
"10461",40328,"White-throated Crake (Gray-faced)"
"10462",40329,"Clapper Rail (Atlantic Coast)"
"10463",40330,"Clapper Rail (Gulf Coast)"
"10464",40331,"Ridgway's Rail (San Francisco Bay)"
"10465",40332,"Ridgway's Rail (Light-footed)"
"10466",40333,"Ridgway's Rail (Yuma)"
"10467",40334,"King/Clapper Rail"
"10468",40335,"American x Caribbean Coot (hybrid)"
"10469",40336,"American/Caribbean Coot"
"10470",40337,"Sandhill Crane (Lesser)"
"10471",40338,"Sandhill Crane (Greater)"
"10472",40339,"Sandhill Crane (rowani)"
"10473",40340,"Sandhill Crane (Mississippi)"
"10474",40341,"Sandhill Crane (Florida)"
"10475",40342,"Sandhill Crane (Cuban)"
"10476",40343,"Southern Lapwing (cayennensis)"
"10477",40344,"Southern Lapwing (lampronotus)"
"10478",40345,"Southern Lapwing (chilensis/fretensis)"
"10479",40346,"golden-plover sp."
"10480",40347,"Black-bellied Plover/golden-plover sp."
"10481",40348,"American x Black Oystercatcher (hybrid)"
"10482",40349,"Pied x Black Stilt (hybrid)"
"10483",40351,"Solitary Sandpiper (solitaria)"
"10484",40352,"Solitary Sandpiper (cinnamomea)"
"10485",40353,"Gray-tailed/Wandering Tattler"
"10486",40354,"Willet (Eastern)"
"10487",40355,"Willet (Western)"
"10488",40356,"Lesser/Greater Yellowlegs"
"10489",40357,"Whimbrel (European)"
"10490",40358,"Whimbrel (Siberian)"
"10491",40360,"Bar-tailed Godwit (European)"
"10492",40361,"Bar-tailed Godwit (Siberian)"
"10493",40362,"Western/Semipalmated Sandpiper"
"10494",40363,"Red-necked/Little Stint"
"10495",40364,"Dunlin x White-rumped Sandpiper (hybrid)"
"10496",40365,"Buff-breasted x White-rumped Sandpiper (hybrid)"
"10497",40366,"Curlew x Pectoral Sandpiper (hybrid)"
"10498",40367,"Dunlin x Purple Sandpiper (hybrid)"
"10499",40368,"Rock Sandpiper (Bering Strait)"
"10500",40369,"Rock Sandpiper (Pribilof Is.)"
"10501",40370,"Rock Sandpiper (Aleutian)"
"10502",40371,"Dunlin (pacifica/arcticola)"
"10503",40372,"Dunlin (hudsonia)"
"10504",40373,"Dunlin (arctica)"
"10505",40374,"Short-billed Dowitcher (griseus)"
"10506",40375,"Short-billed Dowitcher (hendersoni)"
"10507",40376,"Short-billed Dowitcher (caurinus)"
"10508",40377,"Short-billed/Long-billed Dowitcher"
"10509",40379,"snipe sp."
"10510",40380,"Common Gull (Kamchatka)"
"10511",40381,"California Gull (californicus)"
"10512",40382,"California Gull (albertaensis)"
"10513",40386,"European Herring x Lesser Black-backed Gull (hybrid)"
"10514",40387,"Herring x Slaty-backed Gull (hybrid)"
"10515",40388,"Herring x Glaucous-winged Gull (hybrid)"
"10516",40389,"European Herring x Glaucous Gull (hybrid)"
"10517",40390,"European Herring x Great Black-backed Gull (hybrid)"
"10518",40391,"Kelp x American Herring Gull (hybrid)"
"10519",40392,"Iceland Gull (Thayer's x Iceland)"
"10520",40393,"Iceland Gull"
"10521",40394,"Lesser Black-backed Gull (fuscus)"
"10522",40395,"Lesser Black-backed Gull (intermedius)"
"10523",40396,"Lesser Black-backed Gull (graellsii)"
"10524",40398,"Glaucous-winged x Slaty-backed Gull (hybrid)"
"10525",40399,"Glaucous x Slaty-backed Gull (hybrid)"
"10526",40401,"Glaucous x Glaucous-winged Gull (hybrid)"
"10527",40402,"Black-legged Kittiwake (Atlantic)"
"10528",40403,"Black-legged Kittiwake (Pacific)"
"10529",40404,"Brown/Black Noddy"
"10530",40405,"Black Noddy (melanogenys)"
"10531",40406,"Black Noddy (minutus Group)"
"10532",40407,"Black Noddy (americanus)"
"10533",40408,"White Tern (Atlantic)"
"10534",40409,"White Tern (Pacific)"
"10535",40410,"White Tern (Little)"
"10536",40411,"Sooty/Bridled Tern"
"10537",40412,"Least Tern (Atlantic)"
"10538",40413,"Least Tern (Interior)"
"10539",40414,"Least Tern (California)"
"10540",40415,"Black Tern (Eurasian)"
"10541",40416,"Black Tern (American)"
"10542",40417,"Common Tern (hirundo)"
"10543",40418,"Common Tern (longipennis)"
"10544",40419,"Common/Arctic Tern"
"10545",40420,"Sandwich Tern (Cabot's)"
"10546",40422,"Sandwich x Elegant Tern (hybrid)"
"10547",40423,"Elegant/Royal Tern"
"10548",40424,"Black Skimmer (niger)"
