"ProjectCode","SurveyAreaIdentifier","wyear","YearCollected","wmonth","MonthCollected","DayCollected","DecimalLatitude","DecimalLongitude","DurationInHours"
"BCCWS","GIHO-16",2018,2018,2,11,11,49.515236,-124.630249,2
"BCCWS","GIHO-16",2018,2018,3,12,10,49.515236,-124.630249,1.25
"BCCWS","GIHO-16",2018,2019,4,1,13,49.515236,-124.630249,1.08333
"BCCWS","GIHO-16",2018,2019,5,2,10,49.515236,-124.630249,0.916667
"BCCWS","GIHO-16",2018,2019,6,3,10,49.515236,-124.630249,1.25
"BCCWS","GIHO-16",2018,2019,7,4,14,49.515236,-124.630249,1.08333
"BCCWS","GIHO-16",2019,2019,1,10,12,49.515236,-124.630249,0.75
"BCCWS","GIHO-16",2019,2019,2,11,10,49.515236,-124.630249,1
"BCCWS","GIHO-16",2019,2019,3,12,8,49.515236,-124.630249,1.08333
"BCCWS","GIHO-16",2019,2020,4,1,12,49.515236,-124.630249,1
"BCCWS","GIHO-16",2019,2020,5,2,9,49.515236,-124.630249,1
"BCCWS","GIHO-16",2019,2020,6,3,8,49.515236,-124.630249,0.833334
"BCCWS","GIHO-16",2019,2020,7,4,12,49.515236,-124.630249,1.08333
"BCCWS","GIHO-16",2020,2020,1,10,12,49.515236,-124.630249,1
"BCCWS","GIHO-16",2020,2020,2,11,8,49.515236,-124.630249,1.16667
"BCCWS","GIHO-16",2020,2020,3,12,14,49.515236,-124.630249,0.75
"BCCWS","GIHO-16",2020,2021,4,1,10,49.515236,-124.630249,0.666667
"BCCWS","GIHO-16",2020,2021,5,2,14,49.515236,-124.630249,0.666667
"BCCWS","GIHO-16",2020,2021,6,3,15,49.515236,-124.630249,0.833334
"BCCWS","GIHO-16",2020,2021,7,4,11,49.515236,-124.630249,1
"BCCWS","GIHO-16",2021,2021,1,10,10,49.515236,-124.630249,0.833333
"BCCWS","GIHO-16",2021,2021,2,11,15,49.515236,-124.630249,0.75
"BCCWS","GIHO-16",2021,2021,3,12,12,49.515236,-124.630249,0.833333
"BCCWS","GIHO-16",2021,2022,4,1,10,49.515236,-124.630249,0.5
"BCCWS","GIHO-16",2021,2022,5,2,13,49.515236,-124.630249,1
"BCCWS","GIHO-16",2021,2022,7,4,10,49.515236,-124.630249,0.916667
"BCCWS","GIHO-16",2022,2022,1,10,9,49.515236,-124.630249,0.833334
"BCCWS","GIHO-16",2022,2022,2,11,14,49.515236,-124.630249,0.75
"BCCWS","GIHO-16",2022,2022,3,12,11,49.515236,-124.630249,0.833333
"BCCWS","GIHO-16",2022,2023,4,1,8,49.515236,-124.630249,0.583333
"BCCWS","GIHO-16",2022,2023,5,2,13,49.515236,-124.630249,0.583333
"BCCWS","GIHO-16",2022,2023,6,3,13,49.515236,-124.630249,0.75
"BCCWS","GIHO-16",2022,2023,7,4,10,49.515236,-124.630249,0.833333
"BCCWS","GIHO-16",2023,2023,2,11,13,49.515236,-124.630249,0.833333
"BCCWS","GIHO-16",2023,2023,3,12,10,49.515236,-124.630249,1.5
"BCCWS","GIHO-16",2023,2024,4,1,15,49.515236,-124.630249,1.16667
"BCCWS","GIHO-16",2023,2024,5,2,12,49.515236,-124.630249,1.25
"BCCWS","GIHO-16",2023,2024,6,3,10,49.515236,-124.630249,1.41667
"BCCWS","GIHO-16",2023,2024,7,4,14,49.515236,-124.630249,1
"BCCWS","GIHO-16",2024,2024,1,10,14,49.515236,-124.630249,0.583333
"BCCWS","GIHO-16",2024,2024,2,11,11,49.515236,-124.630249,0.583333
"BCCWS","GIHO-16",2024,2024,3,12,8,49.515236,-124.630249,0.916667
"BCCWS","GIHO-16",2024,2025,4,1,13,49.515236,-124.630249,0.833333
"BCCWS","GIHO-16",2024,2025,5,2,9,49.515236,-124.630249,1.08333
"BCCWS","GIHO-16",2024,2025,6,3,9,49.515236,-124.630249,0.5
"BCCWS","GIHO-16",2024,2025,7,4,14,49.515236,-124.630249,0.916667
"BCCWS","GIHO-17",2008,2008,1,10,12,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2008,2008,2,11,9,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2008,2009,4,1,11,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2008,2009,5,2,8,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2008,2009,7,4,12,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2009,2009,1,10,11,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2009,2009,2,11,8,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2009,2009,3,12,13,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2009,2010,4,1,10,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2009,2010,5,2,14,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2009,2010,6,3,14,49.523247,-124.630768,1.25
"BCCWS","GIHO-17",2009,2010,7,4,12,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2010,2010,1,10,10,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2010,2010,2,11,14,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2010,2010,3,12,12,49.523247,-124.630768,0.333333
"BCCWS","GIHO-17",2010,2011,5,2,13,49.523247,-124.630768,0.833333
"BCCWS","GIHO-17",2010,2011,6,3,13,49.523247,-124.630768,1.08333
"BCCWS","GIHO-17",2010,2011,7,4,10,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2011,2011,1,10,9,49.523247,-124.630768,1
"BCCWS","GIHO-17",2011,2011,3,12,11,49.523247,-124.630768,1
"BCCWS","GIHO-17",2011,2012,4,1,8,49.523247,-124.630768,0.666667
"BCCWS","GIHO-17",2011,2012,5,2,12,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2011,2012,7,4,8,49.523247,-124.630768,1
"BCCWS","GIHO-17",2012,2012,1,10,14,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2012,2012,2,11,11,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2012,2013,4,1,13,49.523247,-124.630768,1
"BCCWS","GIHO-17",2012,2013,6,3,10,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2012,2013,7,4,14,49.523247,-124.630768,1
"BCCWS","GIHO-17",2013,2013,1,10,14,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2013,2014,4,1,13,49.523247,-124.630768,1
"BCCWS","GIHO-17",2013,2014,5,2,9,49.523247,-124.630768,1
"BCCWS","GIHO-17",2014,2014,1,10,12,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2014,2015,5,2,8,49.523247,-124.630768,0.583334
"BCCWS","GIHO-17",2014,2015,6,3,8,49.523247,-124.630768,0.666666
"BCCWS","GIHO-17",2014,2015,7,4,12,49.523247,-124.630768,1
"BCCWS","GIHO-17",2015,2015,1,10,12,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2015,2015,2,11,17,49.523247,-124.630768,0.833333
"BCCWS","GIHO-17",2015,2015,3,12,13,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2015,2016,4,1,10,49.523247,-124.630768,0.633333
"BCCWS","GIHO-17",2015,2016,5,2,14,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2015,2016,6,3,13,49.523247,-124.630768,0.833333
"BCCWS","GIHO-17",2015,2016,7,4,10,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2016,2016,1,10,9,49.523247,-124.630768,1
"BCCWS","GIHO-17",2016,2016,2,11,15,49.523247,-124.630768,1.25
"BCCWS","GIHO-17",2016,2016,3,12,14,49.523247,-124.630768,1
"BCCWS","GIHO-17",2016,2017,4,1,8,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2016,2017,5,2,13,49.523247,-124.630768,0.916667
"BCCWS","GIHO-17",2016,2017,6,3,13,49.523247,-124.630768,0.833334
"BCCWS","GIHO-17",2016,2017,7,4,9,49.523247,-124.630768,0.533334
"BCCWS","GIHO-17",2017,2017,1,10,11,49.523247,-124.630768,0.666667
"BCCWS","GIHO-17",2017,2017,2,11,10,49.523247,-124.630768,0.650001
"BCCWS","GIHO-17",2017,2017,3,12,10,49.523247,-124.630768,0.933333
"BCCWS","GIHO-17",2017,2018,4,1,14,49.523247,-124.630768,0.716667
"BCCWS","GIHO-17",2017,2018,5,2,11,49.523247,-124.630768,0.916667
"BCCWS","GIHO-17",2017,2018,6,3,13,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2017,2018,7,4,8,49.523247,-124.630768,1
"BCCWS","GIHO-17",2018,2018,1,10,15,49.523247,-124.630768,0.733334
"BCCWS","GIHO-17",2018,2018,2,11,11,49.523247,-124.630768,0.833334
"BCCWS","GIHO-17",2018,2019,4,1,12,49.523247,-124.630768,0.716666
"BCCWS","GIHO-17",2018,2019,5,2,10,49.523247,-124.630768,1
"BCCWS","GIHO-17",2018,2019,7,4,14,49.523247,-124.630768,1
"BCCWS","GIHO-17",2019,2019,1,10,15,49.523247,-124.630768,0.583334
"BCCWS","GIHO-17",2019,2019,2,11,11,49.523247,-124.630768,0.716667
"BCCWS","GIHO-17",2019,2019,3,12,8,49.523247,-124.630768,1.08333
"BCCWS","GIHO-17",2019,2020,4,1,12,49.523247,-124.630768,1
"BCCWS","GIHO-17",2019,2020,5,2,9,49.523247,-124.630768,0.883333
"BCCWS","GIHO-17",2020,2020,1,10,12,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2020,2020,2,11,8,49.523247,-124.630768,0.333333
"BCCWS","GIHO-17",2020,2020,3,12,14,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2020,2021,5,2,15,49.523247,-124.630768,0.666666
"BCCWS","GIHO-17",2020,2021,6,3,14,49.523247,-124.630768,0.583333
"BCCWS","GIHO-17",2020,2021,7,4,11,49.523247,-124.630768,0.583333
"BCCWS","GIHO-17",2021,2021,1,10,11,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2021,2021,2,11,14,49.523247,-124.630768,0.666667
"BCCWS","GIHO-17",2021,2021,3,12,12,49.523247,-124.630768,0.5
"BCCWS","GIHO-17",2021,2022,5,2,13,49.523247,-124.630768,0.833333
"BCCWS","GIHO-17",2021,2022,6,3,13,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2021,2022,7,4,10,49.523247,-124.630768,0.666666
"BCCWS","GIHO-17",2022,2022,1,10,10,49.523247,-124.630768,0.75
"BCCWS","GIHO-17",2022,2022,2,11,13,49.523247,-124.630768,1.5
"BCCWS","GIHO-17",2022,2022,3,12,11,49.523247,-124.630768,0.833333
"BCCWS","GIHO-17",2022,2023,4,1,8,49.523247,-124.630768,1
"BCCWS","GIHO-18",2019,2019,2,11,10,49.511909,-124.601883,1.16667
"BCCWS","GIHO-18",2020,2021,7,4,12,49.511909,-124.601883,0.75
"BCCWS","GIHO-19",2008,2008,1,10,12,49.512775,-124.585518,1.08333
"BCCWS","GIHO-19",2008,2008,2,11,9,49.512775,-124.585518,0.833334
"BCCWS","GIHO-19",2008,2008,3,12,14,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2008,2009,4,1,11,49.512775,-124.585518,1.16667
"BCCWS","GIHO-19",2008,2009,5,2,8,49.512775,-124.585518,0.916667
"BCCWS","GIHO-19",2008,2009,6,3,8,49.512775,-124.585518,1.33333
"BCCWS","GIHO-19",2008,2009,7,4,12,49.512775,-124.585518,0.416667
"BCCWS","GIHO-19",2009,2009,1,10,11,49.512775,-124.585518,0.583333
"BCCWS","GIHO-19",2009,2009,2,11,10,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2009,2009,3,12,13,49.512775,-124.585518,0.416667
"BCCWS","GIHO-19",2009,2010,4,1,10,49.512775,-124.585518,0.5
"BCCWS","GIHO-19",2009,2010,6,3,14,49.512775,-124.585518,0.833334
"BCCWS","GIHO-19",2009,2010,7,4,11,49.512775,-124.585518,0.916667
"BCCWS","GIHO-19",2010,2010,1,10,10,49.512775,-124.585518,0.833333
"BCCWS","GIHO-19",2010,2010,2,11,15,49.512775,-124.585518,0.583334
"BCCWS","GIHO-19",2010,2010,3,12,11,49.512775,-124.585518,0.583333
"BCCWS","GIHO-19",2010,2011,4,1,9,49.512775,-124.585518,1.33333
"BCCWS","GIHO-19",2010,2011,5,2,13,49.512775,-124.585518,0.916666
"BCCWS","GIHO-19",2010,2011,6,3,13,49.512775,-124.585518,0.5
"BCCWS","GIHO-19",2010,2011,7,4,10,49.512775,-124.585518,0.5
"BCCWS","GIHO-19",2011,2011,1,10,5,49.512775,-124.585518,0.583334
"BCCWS","GIHO-19",2011,2011,2,11,13,49.512775,-124.585518,1.5
"BCCWS","GIHO-19",2011,2011,3,12,10,49.512775,-124.585518,1.41667
"BCCWS","GIHO-19",2011,2012,4,1,8,49.512775,-124.585518,0.666667
"BCCWS","GIHO-19",2011,2012,5,2,13,49.512775,-124.585518,1
"BCCWS","GIHO-19",2011,2012,7,4,8,49.512775,-124.585518,1.25
"BCCWS","GIHO-19",2012,2012,1,10,12,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2012,2012,2,11,10,49.512775,-124.585518,1.58333
"BCCWS","GIHO-19",2012,2012,3,12,9,49.512775,-124.585518,0.666667
"BCCWS","GIHO-19",2012,2013,4,1,13,49.512775,-124.585518,1.16667
"BCCWS","GIHO-19",2012,2013,5,2,9,49.512775,-124.585518,0.583333
"BCCWS","GIHO-19",2012,2013,6,3,7,49.512775,-124.585518,0.833333
"BCCWS","GIHO-19",2012,2013,7,4,14,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2013,2013,1,10,13,49.512775,-124.585518,1.16667
"BCCWS","GIHO-19",2013,2013,2,11,10,49.512775,-124.585518,0.833333
"BCCWS","GIHO-19",2013,2013,3,12,8,49.512775,-124.585518,1.16667
"BCCWS","GIHO-19",2013,2014,4,1,12,49.512775,-124.585518,0.583334
"BCCWS","GIHO-19",2013,2014,5,2,9,49.512775,-124.585518,0.916667
"BCCWS","GIHO-19",2013,2014,6,3,9,49.512775,-124.585518,0.666666
"BCCWS","GIHO-19",2013,2014,7,4,13,49.512775,-124.585518,1
"BCCWS","GIHO-19",2014,2014,1,10,12,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2014,2014,2,11,9,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2014,2014,3,12,14,49.512775,-124.585518,1
"BCCWS","GIHO-19",2014,2015,4,1,11,49.512775,-124.585518,1.08333
"BCCWS","GIHO-19",2014,2015,5,2,2,49.512775,-124.585518,0.833333
"BCCWS","GIHO-19",2014,2015,6,3,8,49.512775,-124.585518,0.916667
"BCCWS","GIHO-19",2014,2015,7,4,12,49.512775,-124.585518,0.833333
"BCCWS","GIHO-19",2015,2015,1,10,13,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2015,2015,2,11,8,49.512775,-124.585518,0.916667
"BCCWS","GIHO-19",2015,2015,3,12,13,49.512775,-124.585518,0.666667
"BCCWS","GIHO-19",2015,2016,4,1,10,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2015,2016,5,2,14,49.512775,-124.585518,0.416666
"BCCWS","GIHO-19",2015,2016,6,3,13,49.512775,-124.585518,0.5
"BCCWS","GIHO-19",2015,2016,7,4,10,49.512775,-124.585518,1.25
"BCCWS","GIHO-19",2016,2016,1,10,9,49.512775,-124.585518,1
"BCCWS","GIHO-19",2016,2016,2,11,13,49.512775,-124.585518,0.666667
"BCCWS","GIHO-19",2016,2016,3,12,7,49.512775,-124.585518,0.583333
"BCCWS","GIHO-19",2016,2017,4,1,8,49.512775,-124.585518,0.833333
"BCCWS","GIHO-19",2016,2017,5,2,16,49.512775,-124.585518,0.833333
"BCCWS","GIHO-19",2016,2017,6,3,11,49.512775,-124.585518,0.833334
"BCCWS","GIHO-19",2016,2017,7,4,9,49.512775,-124.585518,0.666666
"BCCWS","GIHO-19",2017,2017,1,10,5,49.512775,-124.585518,1.08333
"BCCWS","GIHO-19",2017,2017,2,11,12,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2017,2017,3,12,10,49.512775,-124.585518,2.16667
"BCCWS","GIHO-19",2017,2018,4,1,14,49.512775,-124.585518,0.833334
"BCCWS","GIHO-19",2017,2018,5,2,11,49.512775,-124.585518,0.583334
"BCCWS","GIHO-19",2017,2018,6,3,11,49.512775,-124.585518,0.833333
"BCCWS","GIHO-19",2017,2018,7,4,8,49.512775,-124.585518,0.833334
"BCCWS","GIHO-19",2018,2018,1,10,14,49.512775,-124.585518,1.85
"BCCWS","GIHO-19",2018,2018,2,11,11,49.512775,-124.585518,0.583334
"BCCWS","GIHO-19",2018,2019,4,1,13,49.512775,-124.585518,1
"BCCWS","GIHO-19",2018,2019,5,2,19,49.512775,-124.585518,0.583334
"BCCWS","GIHO-19",2018,2019,6,3,10,49.512775,-124.585518,0.833334
"BCCWS","GIHO-19",2019,2019,1,10,14,49.512775,-124.585518,2.5
"BCCWS","GIHO-19",2019,2019,3,12,9,49.512775,-124.585518,1
"BCCWS","GIHO-19",2019,2020,4,1,13,49.512775,-124.585518,1.5
"BCCWS","GIHO-19",2019,2020,5,2,10,49.512775,-124.585518,1.08333
"BCCWS","GIHO-19",2020,2021,4,1,10,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2020,2021,5,2,16,49.512775,-124.585518,0.583333
"BCCWS","GIHO-19",2021,2021,1,10,11,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2021,2022,4,1,10,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2021,2022,5,2,14,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2021,2022,7,4,11,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2022,2023,5,2,12,49.512775,-124.585518,1
"BCCWS","GIHO-19",2022,2023,6,3,13,49.512775,-124.585518,0.583333
"BCCWS","GIHO-19",2022,2023,7,4,10,49.512775,-124.585518,0.5
"BCCWS","GIHO-19",2024,2024,3,12,8,49.512775,-124.585518,0.5
"BCCWS","GIHO-19",2024,2025,4,1,12,49.512775,-124.585518,0.75
"BCCWS","GIHO-19",2024,2025,5,2,9,49.512775,-124.585518,0.5
"BCCWS","GIHO-19",2024,2025,6,3,10,49.512775,-124.585518,1
"BCCWS","GIHO-19",2024,2025,7,4,12,49.512775,-124.585518,0.666666
"BCCWS","GIHO-2",2008,2008,1,10,12,49.527081,-124.605789,1.33333
"BCCWS","GIHO-2",2008,2008,2,11,9,49.527081,-124.605789,2.83333
"BCCWS","GIHO-2",2008,2008,3,12,14,49.527081,-124.605789,2.33333
"BCCWS","GIHO-2",2008,2009,4,1,11,49.527081,-124.605789,5.16667
"BCCWS","GIHO-2",2008,2009,5,2,8,49.527081,-124.605789,2
"BCCWS","GIHO-2",2008,2009,6,3,8,49.527081,-124.605789,2.66667
"BCCWS","GIHO-2",2008,2009,7,4,12,49.527081,-124.605789,1.46667
"BCCWS","GIHO-2",2009,2009,1,10,11,49.527081,-124.605789,1.58333
"BCCWS","GIHO-2",2009,2009,2,11,8,49.527081,-124.605789,1.16667
"BCCWS","GIHO-2",2009,2009,3,12,13,49.527081,-124.605789,1.33333
"BCCWS","GIHO-2",2009,2010,4,1,10,49.527081,-124.605789,2
"BCCWS","GIHO-2",2009,2010,5,2,14,49.527081,-124.605789,1.83333
"BCCWS","GIHO-2",2009,2010,6,3,14,49.527081,-124.605789,0.583333
"BCCWS","GIHO-2",2009,2010,7,4,11,49.527081,-124.605789,2
"BCCWS","GIHO-2",2010,2010,1,10,10,49.527081,-124.605789,1.33333
"BCCWS","GIHO-2",2010,2010,2,11,14,49.527081,-124.605789,1.66667
"BCCWS","GIHO-2",2010,2010,3,12,12,49.527081,-124.605789,3
"BCCWS","GIHO-2",2010,2011,4,1,9,49.527081,-124.605789,1.75
"BCCWS","GIHO-2",2010,2011,5,2,13,49.527081,-124.605789,0.75
"BCCWS","GIHO-2",2010,2011,6,3,13,49.527081,-124.605789,1.75
"BCCWS","GIHO-2",2011,2011,1,10,9,49.527081,-124.605789,1.25
"BCCWS","GIHO-2",2011,2011,3,12,11,49.527081,-124.605789,1.33333
"BCCWS","GIHO-2",2011,2012,4,1,8,49.527081,-124.605789,1
"BCCWS","GIHO-2",2011,2012,5,2,12,49.527081,-124.605789,2.5
"BCCWS","GIHO-2",2011,2012,7,4,9,49.527081,-124.605789,3
"BCCWS","GIHO-2",2012,2012,2,11,11,49.527081,-124.605789,0.666667
"BCCWS","GIHO-2",2012,2012,3,12,9,49.527081,-124.605789,1
"BCCWS","GIHO-2",2012,2013,4,1,13,49.527081,-124.605789,2.66667
"BCCWS","GIHO-2",2012,2013,5,2,10,49.527081,-124.605789,1.5
"BCCWS","GIHO-2",2012,2013,6,3,10,49.527081,-124.605789,3.16667
"BCCWS","GIHO-2",2012,2013,7,4,14,49.527081,-124.605789,2.58333
"BCCWS","GIHO-2",2013,2013,1,10,14,49.527081,-124.605789,0.416667
"BCCWS","GIHO-2",2013,2013,2,11,10,49.527081,-124.605789,1.5
"BCCWS","GIHO-2",2013,2013,3,12,8,49.527081,-124.605789,4
"BCCWS","GIHO-2",2013,2014,4,1,12,49.527081,-124.605789,0.833333
"BCCWS","GIHO-2",2013,2014,5,2,9,49.527081,-124.605789,1.16667
"BCCWS","GIHO-2",2013,2014,6,3,9,49.527081,-124.605789,5.33333
"BCCWS","GIHO-2",2013,2014,7,4,13,49.527081,-124.605789,0.5
"BCCWS","GIHO-2",2014,2014,1,10,12,49.527081,-124.605789,0.916667
"BCCWS","GIHO-2",2014,2014,2,11,9,49.527081,-124.605789,1
"BCCWS","GIHO-2",2014,2014,3,12,14,49.527081,-124.605789,1.08333
"BCCWS","GIHO-2",2014,2015,4,1,11,49.527081,-124.605789,0.916667
"BCCWS","GIHO-2",2014,2015,5,2,8,49.527081,-124.605789,0.916666
"BCCWS","GIHO-2",2014,2015,6,3,8,49.527081,-124.605789,1.25
"BCCWS","GIHO-2",2014,2015,7,4,13,49.527081,-124.605789,0.416666
"BCCWS","GIHO-2",2015,2015,1,10,11,49.527081,-124.605789,1.08333
"BCCWS","GIHO-2",2015,2015,2,11,8,49.527081,-124.605789,1.25
"BCCWS","GIHO-2",2015,2015,3,12,13,49.527081,-124.605789,1
"BCCWS","GIHO-2",2015,2016,4,1,10,49.527081,-124.605789,1.66667
"BCCWS","GIHO-2",2015,2016,5,2,14,49.527081,-124.605789,1
"BCCWS","GIHO-2",2015,2016,6,3,13,49.527081,-124.605789,1.5
"BCCWS","GIHO-2",2015,2016,7,4,10,49.527081,-124.605789,1.08333
"BCCWS","GIHO-2",2016,2016,1,10,10,49.527081,-124.605789,0.583333
"BCCWS","GIHO-2",2016,2016,2,11,14,49.527081,-124.605789,1
"BCCWS","GIHO-2",2016,2016,3,12,11,49.527081,-124.605789,1.25
"BCCWS","GIHO-2",2016,2017,4,1,8,49.527081,-124.605789,1.16667
"BCCWS","GIHO-2",2016,2017,5,2,13,49.527081,-124.605789,1.16667
"BCCWS","GIHO-2",2016,2017,6,3,12,49.527081,-124.605789,0.833333
"BCCWS","GIHO-2",2016,2017,7,4,11,49.527081,-124.605789,0.833333
"BCCWS","GIHO-2",2017,2017,1,10,9,49.527081,-124.605789,1.08333
"BCCWS","GIHO-2",2017,2017,2,11,15,49.527081,-124.605789,0.75
"BCCWS","GIHO-2",2017,2017,3,12,10,49.527081,-124.605789,1.08333
"BCCWS","GIHO-2",2017,2018,4,1,14,49.527081,-124.605789,0.833333
"BCCWS","GIHO-2",2017,2018,5,2,11,49.527081,-124.605789,1
"BCCWS","GIHO-2",2017,2018,6,3,12,49.527081,-124.605789,1.25
"BCCWS","GIHO-2",2017,2018,7,4,8,49.527081,-124.605789,0.666667
"BCCWS","GIHO-2",2018,2018,1,10,14,49.527081,-124.605789,1.08333
"BCCWS","GIHO-2",2018,2018,2,11,11,49.527081,-124.605789,1.41667
"BCCWS","GIHO-2",2018,2018,3,12,10,49.527081,-124.605789,0.75
"BCCWS","GIHO-2",2018,2019,4,1,13,49.527081,-124.605789,0.75
"BCCWS","GIHO-2",2018,2019,5,2,10,49.527081,-124.605789,1.08333
"BCCWS","GIHO-2",2018,2019,6,3,10,49.527081,-124.605789,1.08333
"BCCWS","GIHO-2",2018,2019,7,4,14,49.527081,-124.605789,1.25
"BCCWS","GIHO-2",2019,2019,1,10,14,49.527081,-124.605789,1
"BCCWS","GIHO-2",2019,2019,2,11,10,49.527081,-124.605789,1.75
"BCCWS","GIHO-2",2019,2019,3,12,8,49.527081,-124.605789,1.25
"BCCWS","GIHO-2",2019,2020,4,1,11,49.527081,-124.605789,1.08333
"BCCWS","GIHO-2",2019,2020,5,2,9,49.527081,-124.605789,1.08333
"BCCWS","GIHO-2",2019,2020,6,3,8,49.527081,-124.605789,1
"BCCWS","GIHO-2",2019,2020,7,4,13,49.527081,-124.605789,0.883333
"BCCWS","GIHO-2",2020,2020,1,10,10,49.527081,-124.605789,0.666667
"BCCWS","GIHO-2",2020,2020,2,11,8,49.527081,-124.605789,0.916666
"BCCWS","GIHO-2",2020,2020,3,12,14,49.527081,-124.605789,1
"BCCWS","GIHO-2",2020,2021,4,1,9,49.527081,-124.605789,0.75
"BCCWS","GIHO-2",2020,2021,5,2,16,49.527081,-124.605789,1
"BCCWS","GIHO-2",2020,2021,6,3,15,49.527081,-124.605789,0.75
"BCCWS","GIHO-2",2020,2021,7,4,11,49.527081,-124.605789,0.666667
"BCCWS","GIHO-2",2021,2021,1,10,11,49.527081,-124.605789,0.833333
"BCCWS","GIHO-2",2021,2021,2,11,13,49.527081,-124.605789,0.75
"BCCWS","GIHO-2",2021,2022,4,1,9,49.527081,-124.605789,2.08333
"BCCWS","GIHO-2",2021,2022,5,2,13,49.527081,-124.605789,1.5
"BCCWS","GIHO-2",2021,2022,6,3,13,49.527081,-124.605789,0.916667
"BCCWS","GIHO-2",2021,2022,7,4,10,49.527081,-124.605789,1
"BCCWS","GIHO-2",2022,2022,1,10,8,49.527081,-124.605789,1.25
"BCCWS","GIHO-2",2022,2022,2,11,12,49.527081,-124.605789,1.16667
"BCCWS","GIHO-2",2022,2022,3,12,11,49.527081,-124.605789,1
"BCCWS","GIHO-2",2022,2023,4,1,7,49.527081,-124.605789,1
"BCCWS","GIHO-2",2022,2023,5,2,11,49.527081,-124.605789,2
"BCCWS","GIHO-2",2022,2023,6,3,12,49.527081,-124.605789,2
"BCCWS","GIHO-2",2022,2023,7,4,12,49.527081,-124.605789,2
"BCCWS","GIHO-2",2023,2023,1,10,9,49.527081,-124.605789,2
"BCCWS","GIHO-2",2023,2023,2,11,13,49.527081,-124.605789,0.75
"BCCWS","GIHO-2",2023,2023,3,12,11,49.527081,-124.605789,1.16667
"BCCWS","GIHO-2",2023,2024,4,1,14,49.527081,-124.605789,1.25
"BCCWS","GIHO-2",2023,2024,5,2,13,49.527081,-124.605789,1.41667
"BCCWS","GIHO-2",2023,2024,6,3,10,49.527081,-124.605789,0.833333
"BCCWS","GIHO-2",2023,2024,7,4,14,49.527081,-124.605789,0.75
"BCCWS","GIHO-2",2024,2024,1,10,11,49.527081,-124.605789,1
"BCCWS","GIHO-2",2024,2024,2,11,9,49.527081,-124.605789,0.833334
"BCCWS","GIHO-2",2024,2024,3,12,8,49.527081,-124.605789,1
"BCCWS","GIHO-2",2024,2025,4,1,12,49.527081,-124.605789,1.08333
"BCCWS","GIHO-2",2024,2025,5,2,9,49.527081,-124.605789,1.08333
"BCCWS","GIHO-2",2024,2025,6,3,10,49.527081,-124.605789,0.833333
"BCCWS","GIHO-2",2024,2025,7,4,12,49.527081,-124.605789,0.583333
"BCCWS","GIHO-20",2008,2008,1,10,12,49.508625,-124.668152,1.08333
"BCCWS","GIHO-20",2008,2008,2,11,10,49.508625,-124.668152,0.833333
"BCCWS","GIHO-20",2008,2009,4,1,11,49.508625,-124.668152,0.333333
