results_code,version,area_code,season,period,species_code,species_id,years,year_start,year_end,trnd,lower_ci,upper_ci,index_type,stderr,model_type,model_fit,percent_change,percent_change_low,percent_change_high,prob_decrease_0,prob_decrease_25,prob_decrease_30,prob_decrease_50,prob_increase_0,prob_increase_33,prob_increase_100,suitability,precision_num,precision_cat,coverage_num,coverage_cat,sample_size,sample_size_units,prob_LD,prob_MD,prob_LC,prob_MI,prob_LI
BCCWS/PSSS,2025,VICX-7,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,1.3636081798311,0.537501788899812,2.04874323721434,Slope Trend,,ALPHA SPATIAL SPDE,,22.7000095284781,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-8,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,2.80722384788942,1.95461650978763,3.61125357647706,Slope Trend,,ALPHA SPATIAL SPDE,,56.0773721818736,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VICX-9,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-2.43010356705153,-3.15029523155441,-1.86773713608586,Slope Trend,,ALPHA SPATIAL SPDE,,-32.444643217197,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-1,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,1.78530409886406,0.881145595532213,2.56997436165363,Slope Trend,,ALPHA SPATIAL SPDE,,26.0546914524368,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-10,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-9.20834014808573,-9.97842501026833,-8.43866362022178,Slope Trend,,ALPHA SPATIAL SPDE,,-74.0880320299412,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-12,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,3.60325056097278,2.86213046692653,4.30129029169844,Slope Trend,,ALPHA SPATIAL SPDE,,64.3750110222924,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-2,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-3.61732135636955,-4.83270568492336,-2.57718373608556,Slope Trend,,ALPHA SPATIAL SPDE,,-30.703776667909,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-3,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,2.33502671964902,1.04458335900044,3.4394005828972,Slope Trend,,ALPHA SPATIAL SPDE,,26.1719222390006,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-4,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,2.16659483821366,1.41247361145096,2.75545539258111,Slope Trend,,ALPHA SPATIAL SPDE,,41.1071397591408,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-6,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-5.41686379054582,-6.16495943789023,-4.60053551464314,Slope Trend,,ALPHA SPATIAL SPDE,,-48.6731629678255,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-7,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-4.5710412627114,-5.27543004600806,-4.02101461619612,Slope Trend,,ALPHA SPATIAL SPDE,,-52.6315417544877,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VINN-9,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,5.63967110612416,4.88398359090369,6.35143147246005,Slope Trend,,ALPHA SPATIAL SPDE,,115.867378657504,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-1,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,12.8992127959957,12.0229909885053,13.8465845152033,Slope Trend,,ALPHA SPATIAL SPDE,,329.394062630376,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-2,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,0.698987851606273,-0.0443005429288484,1.27938951718434,Slope Trend,,ALPHA SPATIAL SPDE,,11.9458437660351,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-4,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-0.313122121120707,-1.04893983881219,0.261446016966656,Slope Trend,,ALPHA SPATIAL SPDE,,-4.76113772034406,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-5,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,2.94927086851178,2.11606616260065,3.81498870547306,Slope Trend,,ALPHA SPATIAL SPDE,,46.1540365252727,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-6,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,6.25504497326247,5.52334553119464,6.99696335027272,Slope Trend,,ALPHA SPATIAL SPDE,,164.424643587412,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIPQ-8,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-0.325633383561185,-1.06135875200098,0.248862643001379,Slope Trend,,ALPHA SPATIAL SPDE,,-4.95220598979088,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-16,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-7.6252599725262,-8.37582210880599,-6.89962192782523,Slope Trend,,ALPHA SPATIAL SPDE,,-64.2935687088944,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-18,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-1.52703180946237,-2.2986867947474,-0.876172640488154,Slope Trend,,ALPHA SPATIAL SPDE,,-20.4916963084175,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-20,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-4.8779156875613,-5.56644087330478,-4.33938704085387,Slope Trend,,ALPHA SPATIAL SPDE,,-55.0110994334531,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-22,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-0.263817736887714,-1.05036345812517,0.537787669316434,Slope Trend,,ALPHA SPATIAL SPDE,,-3.94328377287446,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-23,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,8.64743687627533,7.86461726570346,9.26545609916105,Slope Trend,,ALPHA SPATIAL SPDE,,277.498359146868,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-24,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,2.20176715825941,1.44738631441558,2.79083043634407,Slope Trend,,ALPHA SPATIAL SPDE,,41.8864004400153,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-25,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-0.921880701724772,-1.71628999130574,-0.313098582089215,Slope Trend,,ALPHA SPATIAL SPDE,,-13.633477672982,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-28,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-1.76516058131103,-2.58983858555572,-1.13415377659972,Slope Trend,,ALPHA SPATIAL SPDE,,-21.9618654196761,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-3,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-0.206396041284112,-1.04415981873882,0.434623413089177,Slope Trend,,ALPHA SPATIAL SPDE,,-2.71917954697019,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-30,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-1.13176996959634,-1.86154501041524,-0.561920295764827,Slope Trend,,ALPHA SPATIAL SPDE,,-16.5330704637855,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-31,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-3.51164592593574,-4.26774905567114,-2.87390410599972,Slope Trend,,ALPHA SPATIAL SPDE,,-41.4157965214199,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-32,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-2.12239487145867,-2.84485782296465,-1.5582548909942,Slope Trend,,ALPHA SPATIAL SPDE,,-28.953998662609,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-35,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,1.60470615608877,0.726869738236739,2.28074969353774,Slope Trend,,ALPHA SPATIAL SPDE,,25.1401129032185,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-36,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,4.89270271647877,4.13235816894271,5.52572957540309,Slope Trend,,ALPHA SPATIAL SPDE,,115.06306176684,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-38,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,6.02213677758752,5.30859145975406,6.82329040922277,Slope Trend,,ALPHA SPATIAL SPDE,,155.378143333909,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-40,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,2.45230513394534,1.59655403927692,3.24425143091385,Slope Trend,,ALPHA SPATIAL SPDE,,44.076216575117,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-43,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,8.83033980033033,7.66770391151736,9.87623048640854,Slope Trend,,ALPHA SPATIAL SPDE,,154.044998266095,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-45,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,0.210586323873285,-0.49098059788576,0.818731489940108,Slope Trend,,ALPHA SPATIAL SPDE,,3.57286438545437,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-53,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-1.74273833671032,-2.7924218988109,-0.798457954955294,Slope Trend,,ALPHA SPATIAL SPDE,,-17.4585612902843,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,VIVI-58,winter,all years,Eared-Horned Grebe,1640,2008-2024,2008,2024,-1.5331690092821,-2.30477590217261,-0.882350404260089,Slope Trend,,ALPHA SPATIAL SPDE,,-20.5659926661799,,,,,,,,,,,,High,,,241,Number of Sites,,,,,
BCCWS/PSSS,2025,1,winter,all years,RBME,890,2008-2024,2008,2024,0.656261951857544,0.153216053039484,1.24215869180063,Slope Trend,,ALPHA SPATIAL SPDE,,11.1593035355046,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,10,winter,all years,RBME,890,2008-2024,2008,2024,1.44892545462015,0.941918092138777,2.03943610484696,Slope Trend,,ALPHA SPATIAL SPDE,,26.0237126151271,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,100,winter,all years,RBME,890,2008-2024,2008,2024,4.82008082818262,4.02677674937909,5.59967668216196,Slope Trend,,ALPHA SPATIAL SPDE,,68.0029022029859,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,101,winter,all years,RBME,890,2008-2024,2008,2024,3.99550958257915,3.20844606118822,4.76897271543002,Slope Trend,,ALPHA SPATIAL SPDE,,54.0238063585901,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,102,winter,all years,RBME,890,2008-2024,2008,2024,1.94071362518993,1.16920130354267,2.69889428166322,Slope Trend,,ALPHA SPATIAL SPDE,,23.666410627932,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,104,winter,all years,RBME,890,2008-2024,2008,2024,-2.13118680442075,-2.87188198498427,-1.40329077153925,Slope Trend,,ALPHA SPATIAL SPDE,,-21.0203996088336,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,105,winter,all years,RBME,890,2008-2024,2008,2024,0.120733416819572,-0.637004848261105,0.865378031214284,Slope Trend,,ALPHA SPATIAL SPDE,,1.43588824092379,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,106,winter,all years,RBME,890,2008-2024,2008,2024,0.177792145205053,-0.58037795432569,0.922861131988447,Slope Trend,,ALPHA SPATIAL SPDE,,2.07359388521056,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,109,winter,all years,RBME,890,2008-2024,2008,2024,1.71796426970532,0.654915069535212,2.62811891163706,Slope Trend,,ALPHA SPATIAL SPDE,,18.6935711269326,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,11,winter,all years,RBME,890,2008-2024,2008,2024,0.170172543000675,-0.330444045620061,0.753239869309192,Slope Trend,,ALPHA SPATIAL SPDE,,2.87451423402186,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,110,winter,all years,RBME,890,2008-2024,2008,2024,-1.75977123354645,-2.78647479927845,-0.880734763654631,Slope Trend,,ALPHA SPATIAL SPDE,,-16.180657593715,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,113,winter,all years,RBME,890,2008-2024,2008,2024,-3.15954378251789,-4.17161839751058,-2.29303223378666,Slope Trend,,ALPHA SPATIAL SPDE,,-27.3862500074277,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,114,winter,all years,RBME,890,2008-2024,2008,2024,-4.52649479249203,-5.52428347295725,-3.67221448350252,Slope Trend,,ALPHA SPATIAL SPDE,,-37.0088882666751,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,115,winter,all years,RBME,890,2008-2024,2008,2024,-0.694315443834771,-1.73215403309188,0.194254539038177,Slope Trend,,ALPHA SPATIAL SPDE,,-6.63336787019866,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,118,winter,all years,RBME,890,2008-2024,2008,2024,-9.65917011779961,-10.6033174730724,-8.85081609436248,Slope Trend,,ALPHA SPATIAL SPDE,,-63.7513901843988,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,12,winter,all years,RBME,890,2008-2024,2008,2024,1.20609987211342,0.70181209866147,1.91096670997697,Slope Trend,,ALPHA SPATIAL SPDE,,21.3106209889072,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,120,winter,all years,RBME,890,2008-2024,2008,2024,0.726457965654638,-0.326229053252282,1.62774078173324,Slope Trend,,ALPHA SPATIAL SPDE,,7.61832324216205,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,121,winter,all years,RBME,890,2008-2024,2008,2024,7.46212854858161,6.33904738369273,8.42368097280259,Slope Trend,,ALPHA SPATIAL SPDE,,105.591418927735,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,122,winter,all years,RBME,890,2008-2024,2008,2024,0.165996932743325,-0.880832736805111,1.06226484103855,Slope Trend,,ALPHA SPATIAL SPDE,,1.77796812924623,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,123,winter,all years,RBME,890,2008-2024,2008,2024,0.60904243828873,-0.442417476995449,1.50927464066273,Slope Trend,,ALPHA SPATIAL SPDE,,6.37039053099769,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,124,winter,all years,RBME,890,2008-2024,2008,2024,-5.86921291863529,-6.85296892119255,-5.02694701776031,Slope Trend,,ALPHA SPATIAL SPDE,,-45.3276805506506,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,125,winter,all years,RBME,890,2008-2024,2008,2024,-5.60734962900958,-6.59384235130546,-4.76274062099206,Slope Trend,,ALPHA SPATIAL SPDE,,-43.7875644519495,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,126,winter,all years,RBME,890,2008-2024,2008,2024,-4.89588441051519,-5.88981261912757,-4.04490933554151,Slope Trend,,ALPHA SPATIAL SPDE,,-39.4040343599157,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,127,winter,all years,RBME,890,2008-2024,2008,2024,-4.27770990402839,-5.278098622536,-3.42120351115385,Slope Trend,,ALPHA SPATIAL SPDE,,-35.3480838421918,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,129,winter,all years,RBME,890,2008-2024,2008,2024,-4.80009870711455,-5.79502796717462,-3.94826655833678,Slope Trend,,ALPHA SPATIAL SPDE,,-38.790958454185,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,13,winter,all years,RBME,890,2008-2024,2008,2024,1.92636667794805,1.41848997315435,2.63624993464886,Slope Trend,,ALPHA SPATIAL SPDE,,35.8865574150791,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,131,winter,all years,RBME,890,2008-2024,2008,2024,-3.21493588381873,-4.22643159881666,-2.34891997396986,Slope Trend,,ALPHA SPATIAL SPDE,,-27.8005284022482,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,14,winter,all years,RBME,890,2008-2024,2008,2024,5.22927913945315,4.7049447470969,5.96216608333709,Slope Trend,,ALPHA SPATIAL SPDE,,126.348346972822,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,15,winter,all years,RBME,890,2008-2024,2008,2024,2.72030823174084,2.18153931065966,3.46422033669387,Slope Trend,,ALPHA SPATIAL SPDE,,53.8364402993615,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,16,winter,all years,RBME,890,2008-2024,2008,2024,4.1564861918699,3.61018450474295,4.91079926025263,Slope Trend,,ALPHA SPATIAL SPDE,,92.1052891383268,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,17,winter,all years,RBME,890,2008-2024,2008,2024,1.58040269092953,1.07684304465356,2.17465340003783,Slope Trend,,ALPHA SPATIAL SPDE,,28.6620720794073,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,18,winter,all years,RBME,890,2008-2024,2008,2024,2.77110296312578,2.24208831921191,3.59025408534609,Slope Trend,,ALPHA SPATIAL SPDE,,55.1447428179848,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,19,winter,all years,RBME,890,2008-2024,2008,2024,3.63906627394244,3.10722656067909,4.42079312601574,Slope Trend,,ALPHA SPATIAL SPDE,,77.4799754963951,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,2,winter,all years,RBME,890,2008-2024,2008,2024,1.70633589760918,1.19804208493435,2.29834487428333,Slope Trend,,ALPHA SPATIAL SPDE,,31.2384780026666,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,20,winter,all years,RBME,890,2008-2024,2008,2024,3.71136394557348,3.19304968194027,4.3150437251765,Slope Trend,,ALPHA SPATIAL SPDE,,79.3554515881564,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,21,winter,all years,RBME,890,2008-2024,2008,2024,-0.74651027272511,-1.24254559116925,-0.168778744337961,Slope Trend,,ALPHA SPATIAL SPDE,,-11.1974137539697,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,22,winter,all years,RBME,890,2008-2024,2008,2024,1.93465563829582,1.42522076090288,2.52799361119077,Slope Trend,,ALPHA SPATIAL SPDE,,36.0325407077112,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,23,winter,all years,RBME,890,2008-2024,2008,2024,1.84637505590498,1.33738137495682,2.4391991680185,Slope Trend,,ALPHA SPATIAL SPDE,,34.1597577202765,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,24,winter,all years,RBME,890,2008-2024,2008,2024,1.71738524410052,1.20903621053503,2.30945853645621,Slope Trend,,ALPHA SPATIAL SPDE,,31.4667873272628,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,25,winter,all years,RBME,890,2008-2024,2008,2024,0.862722978128177,0.358645257041754,1.44982147978853,Slope Trend,,ALPHA SPATIAL SPDE,,14.8640341652396,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,26,winter,all years,RBME,890,2008-2024,2008,2024,-0.382023937911852,-0.87988083558363,0.197829180838183,Slope Trend,,ALPHA SPATIAL SPDE,,-5.83349088481203,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,27,winter,all years,RBME,890,2008-2024,2008,2024,1.51650382561794,1.00915872933125,2.10740783385835,Slope Trend,,ALPHA SPATIAL SPDE,,27.373618759876,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,28,winter,all years,RBME,890,2008-2024,2008,2024,-1.45266483028041,-1.94517102746352,-0.879043663684413,Slope Trend,,ALPHA SPATIAL SPDE,,-20.7843103681526,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,29,winter,all years,RBME,890,2008-2024,2008,2024,-0.321593958482271,-0.819752864719914,0.258610909153086,Slope Trend,,ALPHA SPATIAL SPDE,,-4.91535246132378,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,3,winter,all years,RBME,890,2008-2024,2008,2024,4.05054081107673,3.52637527979089,4.66588785570517,Slope Trend,,ALPHA SPATIAL SPDE,,88.9752072844804,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,30,winter,all years,RBME,890,2008-2024,2008,2024,3.13978791276392,2.62433019251502,3.74014068093458,Slope Trend,,ALPHA SPATIAL SPDE,,64.1771802718878,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,31,winter,all years,RBME,890,2008-2024,2008,2024,3.92462347118834,3.43038997103198,4.53684718370674,Slope Trend,,ALPHA SPATIAL SPDE,,85.3410488500802,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,34,winter,all years,RBME,890,2008-2024,2008,2024,3.96151775208549,3.29779649974191,4.6379903250365,Slope Trend,,ALPHA SPATIAL SPDE,,72.4267092465855,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,35,winter,all years,RBME,890,2008-2024,2008,2024,0.480729630103,-0.0214390176344342,1.06560463713968,Slope Trend,,ALPHA SPATIAL SPDE,,8.09796738093489,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,36,winter,all years,RBME,890,2008-2024,2008,2024,0.243631759311961,-0.257351953586779,0.827126674669794,Slope Trend,,ALPHA SPATIAL SPDE,,4.08825491537854,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,37,winter,all years,RBME,890,2008-2024,2008,2024,0.56791353065234,0.0653091673144679,1.15329601493998,Slope Trend,,ALPHA SPATIAL SPDE,,9.60846291782923,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,38,winter,all years,RBME,890,2008-2024,2008,2024,1.80251177837083,1.29373731122461,2.39508057252585,Slope Trend,,ALPHA SPATIAL SPDE,,33.2382574041943,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,39,winter,all years,RBME,890,2008-2024,2008,2024,0.479336100408998,-0.0228255829391025,1.06420299603275,Slope Trend,,ALPHA SPATIAL SPDE,,8.07398315065514,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,4,winter,all years,RBME,890,2008-2024,2008,2024,2.50166360988052,1.9893950187258,3.09830200458362,Slope Trend,,ALPHA SPATIAL SPDE,,48.6577903926996,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,40,winter,all years,RBME,890,2008-2024,2008,2024,2.51176456615154,1.93455836879179,3.3446311536213,Slope Trend,,ALPHA SPATIAL SPDE,,45.2882622265445,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,42,winter,all years,RBME,890,2008-2024,2008,2024,-0.466011888268685,-1.03298589665042,0.195888650859838,Slope Trend,,ALPHA SPATIAL SPDE,,-6.24478432920096,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,43,winter,all years,RBME,890,2008-2024,2008,2024,0.206691182574228,-0.429425407210265,1.20752394422146,Slope Trend,,ALPHA SPATIAL SPDE,,3.3290359820825,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,44,winter,all years,RBME,890,2008-2024,2008,2024,0.602708375366163,-0.0359221493981374,1.60749643157551,Slope Trend,,ALPHA SPATIAL SPDE,,9.62677511516016,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,45,winter,all years,RBME,890,2008-2024,2008,2024,-1.40577094037933,-1.8944594132485,-0.881458090339732,Slope Trend,,ALPHA SPATIAL SPDE,,-19.0593143617732,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,46,winter,all years,RBME,890,2008-2024,2008,2024,0.0122085387026298,-0.468408879549679,0.684381555185223,Slope Trend,,ALPHA SPATIAL SPDE,,0.296656642712868,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,47,winter,all years,RBME,890,2008-2024,2008,2024,1.43522783163148,0.928288925229576,2.02565875117389,Slope Trend,,ALPHA SPATIAL SPDE,,25.7517368069094,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,48,winter,all years,RBME,890,2008-2024,2008,2024,2.38948199371608,1.87777404827619,2.98546740526723,Slope Trend,,ALPHA SPATIAL SPDE,,46.0759035429209,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,49,winter,all years,RBME,890,2008-2024,2008,2024,2.52777452420119,2.01537543954205,3.12456490447658,Slope Trend,,ALPHA SPATIAL SPDE,,49.2648463776137,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,5,winter,all years,RBME,890,2008-2024,2008,2024,0.952832855941615,0.448304796211602,1.5404558662875,Slope Trend,,ALPHA SPATIAL SPDE,,16.5169780207148,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,50,winter,all years,RBME,890,2008-2024,2008,2024,-0.000480803216953762,-0.500244524223996,0.581593189569428,Slope Trend,,ALPHA SPATIAL SPDE,,0.105891647628042,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
BCCWS/PSSS,2025,52,winter,all years,RBME,890,2008-2024,2008,2024,2.4932832583949,1.770289629305,3.2714648753571,Slope Trend,,ALPHA SPATIAL SPDE,,41.3667192420021,,,,,,,,,,,,High,,,235,Number of Sites,,,,,
